movie_title,genre_names,genre_ids
Star Wars: Episode III - Revenge of the Sith,"Adventure, Action, Science Fiction","12, 28, 878"
Fighting Spirit - Mashiba vs. Kimura,"Animation, Comedy, Drama, Action","16, 35, 18, 28"
Shin Ultraman,"Action, Science Fiction","28, 878"
Fear the Night,"Action, Thriller","28, 53"
Antlers,"Drama, Horror, Mystery","18, 27, 9648"
The Warriors,"Action, Thriller","28, 53"
Bram Stoker's Dracula,"Romance, Horror","10749, 27"
The Voyeurs,Thriller,53
Logan Lucky,"Comedy, Crime, Action, Drama","35, 80, 28, 18"
Rings,Horror,27
What's Eating Gilbert Grape,"Romance, Drama","10749, 18"
Reservoir Dogs,"Crime, Thriller","80, 53"
Deuce Bigalow: Male Gigolo,Comedy,35
Paradise City,"Action, Crime, Thriller","28, 80, 53"
Midway,"Action, Drama, History, War","28, 18, 36, 10752"
Cloverfield,"Action, Thriller, Science Fiction","28, 53, 878"
Berserk: The Golden Age Arc II - The Battle for Doldrey,"Action, Adventure, Drama, Fantasy, Animation","28, 12, 18, 14, 16"
Kung Fu Panda: Secrets of the Masters,"Animation, Action","16, 28"
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime","35, 80"
Barbie as The Princess & the Pauper,"Animation, Family, Comedy","16, 10751, 35"
Kung Fu Panda: Secrets of the Furious Five,"Animation, Family, Action","16, 10751, 28"
Pokémon the Movie: I Choose You!,"Family, Animation, Adventure, Fantasy","10751, 16, 12, 14"
Frozen Fever,"Animation, Family, Adventure, Comedy","16, 10751, 12, 35"
Independence Day: Resurgence,"Action, Adventure, Science Fiction","28, 12, 878"
Frozen Fever,"Animation, Family, Adventure, Comedy","16, 10751, 12, 35"
Independence Day: Resurgence,"Action, Adventure, Science Fiction","28, 12, 878"
Enemy at the Gates,"Drama, War, History","18, 10752, 36"
Zom 100: Bucket List of the Dead,"Comedy, Horror, Action","35, 27, 28"
Project Almanac,"Science Fiction, Thriller, Drama","878, 53, 18"
Animal House,Comedy,35
Hereafter,"Drama, Fantasy","18, 14"
Fast X: Part 3,"Action, Crime","28, 80"
Inu-Oh,"Animation, Drama, Music","16, 18, 10402"
The Happening,"Thriller, Science Fiction","53, 878"
The Pilgrim's Progress,"Animation, Adventure","16, 12"
The Mean One,"Horror, Comedy, Fantasy","27, 35, 14"
Finding Steve McQueen,Crime,80
The House,"Animation, Drama, Comedy, Horror, Fantasy","16, 18, 35, 27, 14"
The Outfit,"Crime, Drama, Thriller, Mystery","80, 18, 53, 9648"
The Iron Giant,"Family, Animation, Science Fiction, Drama","10751, 16, 878, 18"
Carriers,"Action, Drama, Horror, Science Fiction, Thriller","28, 18, 27, 878, 53"
Gods of Egypt,"Action, Adventure, Fantasy","28, 12, 14"
Eraser,"Action, Drama, Mystery, Thriller","28, 18, 9648, 53"
Attack on Titan,"Science Fiction, Action","878, 28"
Blade II,"Fantasy, Horror, Action, Thriller","14, 27, 28, 53"
Apocalypse Now,"Drama, War","18, 10752"
The Road,"Adventure, Drama","12, 18"
The Voyeur,"Drama, Romance","18, 10749"
Don't Breathe 2,"Thriller, Horror","53, 27"
Deepwater Horizon,"Drama, Action","18, 28"
Batman Forever,"Action, Crime, Fantasy","28, 80, 14"
Face/Off,"Action, Crime, Science Fiction","28, 80, 878"
Werewolf Castle,"Horror, Fantasy, History, Action","27, 14, 36, 28"
The Fan,"Thriller, Action","53, 28"
Superhero Movie,"Comedy, Action, Science Fiction","35, 28, 878"
The Pale Blue Eye,"Thriller, Mystery, Crime, Horror","53, 9648, 80, 27"
"As Above, So Below","Horror, Thriller","27, 53"
Stuber,"Action, Comedy","28, 35"
The Father,Drama,18
Polite Society,"Comedy, Action","35, 28"
Lord of War,"Crime, Drama, Thriller","80, 18, 53"
Teen Titans Go! To the Movies,"Animation, Action, Comedy, Science Fiction","16, 28, 35, 878"
Hitman's Wife's Bodyguard,"Action, Comedy, Crime, Thriller","28, 35, 80, 53"
Nocturnal Animals,"Drama, Thriller","18, 53"
Cowboys & Aliens,"Action, Science Fiction, Thriller, Western","28, 878, 53, 37"
Stardust,"Adventure, Fantasy, Romance, Family","12, 14, 10749, 10751"
Never Back Down: No Surrender,"Drama, Action","18, 28"
Platoon,"Drama, War, Action","18, 10752, 28"
Mortal Engines,"Adventure, Science Fiction","12, 878"
Piggy,"Horror, Thriller, Drama","27, 53, 18"
A Really Haunted Loud House,"TV Movie, Comedy, Family","10770, 35, 10751"
50 First Dates,"Comedy, Romance","35, 10749"
"Girl, Interrupted",Drama,18
Trolls Holiday,"Adventure, Animation, Family, Fantasy","12, 16, 10751, 14"
The Host,"Horror, Drama, Science Fiction","27, 18, 878"
Silver Bullet,Horror,27
The Almond and the Seahorse,"Drama, Romance","18, 10749"
Rambo III,"Action, Adventure, Thriller, War","28, 12, 53, 10752"
Assassin Club,"Action, Mystery, Thriller","28, 9648, 53"
Mr. Holmes,"Drama, Crime","18, 80"
Men of Honor,Drama,18
Last Seen Alive,"Action, Thriller","28, 53"
Drag Me to Hell,"Horror, Thriller","27, 53"
Wallace & Gromit: The Curse of the Were-Rabbit,"Adventure, Animation, Comedy, Family","12, 16, 35, 10751"
Cliffhanger,"Action, Adventure, Thriller","28, 12, 53"
American Pie 2,"Comedy, Romance","35, 10749"
The Misfits,"Action, Thriller","28, 53"
The Secret Gift of Christmas,"TV Movie, Comedy, Romance","10770, 35, 10749"
Dark Harvest,"Horror, Fantasy, Thriller","27, 14, 53"
The Girl Next Door,"Comedy, Romance","35, 10749"
Black Swan,"Drama, Thriller, Horror","18, 53, 27"
"I, Frankenstein","Horror, Thriller","27, 53"
Men in Black II,"Action, Adventure, Comedy, Science Fiction","28, 12, 35, 878"
The Book of Life,"Animation, Adventure, Comedy, Family, Fantasy","16, 12, 35, 10751, 14"
Saturday Night Fever,"Music, Drama","10402, 18"
The White Storm 3: Heaven or Hell,"Action, Drama, Crime","28, 18, 80"
Barbie in the Nutcracker,"Animation, Family","16, 10751"
A Time to Kill,"Crime, Drama, Thriller","80, 18, 53"
The Longest Ride,"Drama, Romance","18, 10749"
My Hero Academia: Heroes Rising,"Animation, Action, Fantasy, Adventure","16, 28, 14, 12"
Saint Seiya: The Heated Battle of the Gods,"Action, Animation, Fantasy","28, 16, 14"
American Beauty,Drama,18
Sister-in-law's Taste,"Drama, Romance","18, 10749"
Flipped,"Romance, Drama","10749, 18"
Sister-in-law's Taste,"Drama, Romance","18, 10749"
Flipped,"Romance, Drama","10749, 18"
1408,"Horror, Mystery, Thriller","27, 9648, 53"
Confidential Informant,"Thriller, Action, Mystery","53, 28, 9648"
Tayuan,"Drama, Romance","18, 10749"
Vice,"Thriller, Science Fiction, Action, Adventure","53, 878, 28, 12"
The Big Short,"Comedy, Drama","35, 18"
Mary Magdalene,"Drama, Fantasy","18, 14"
Bloodsport,"Action, Thriller","28, 53"
Total Recall,"Action, Adventure, Science Fiction","28, 12, 878"
Hachi: A Dog's Tale,"Drama, Family","18, 10751"
Appendage,Horror,27
Malignant,"Mystery, Horror, Thriller","9648, 27, 53"
River Wild,"Mystery, Thriller, Adventure","9648, 53, 12"
Love in Taipei,"Romance, Comedy, Drama","10749, 35, 18"
Fist of the Condor,Action,28
Hostiles,"Western, Drama, History","37, 18, 36"
Black Christmas,"Horror, Mystery","27, 9648"
Jeepers Creepers 2,Horror,27
The Hills Have Eyes,"Horror, Thriller","27, 53"
Ender's Game,"Science Fiction, Action, Adventure","878, 28, 12"
The Animatrix,"Animation, Science Fiction","16, 878"
Jeepers Creepers,"Horror, Thriller, Mystery, Drama","27, 53, 9648, 18"
Halloween II,Horror,27
Halloween,"Horror, Thriller","27, 53"
The Karate Kid,"Action, Family, Drama","28, 10751, 18"
The Jack in the Box: Awakening,Horror,27
2 Guns,"Action, Comedy, Crime","28, 35, 80"
Cats in the Museum,"Animation, Comedy, Family, Fantasy","16, 35, 10751, 14"
American Gangster,"Drama, Crime","18, 80"
Cake,Drama,18
Blood and Bone,"Action, Drama, Thriller","28, 18, 53"
The Wonderful World of Mickey Mouse: Steamboat Silly,"Animation, Comedy","16, 35"
Underworld,"Fantasy, Action, Thriller","14, 28, 53"
Teenage Mutant Ninja Turtles,"Science Fiction, Action, Adventure, Comedy, Family","878, 28, 12, 35, 10751"
Booksmart,Comedy,35
Halloween,Horror,27
Clash of the Titans,"Adventure, Fantasy","12, 14"
The Adventures of Sharkboy and Lavagirl,"Adventure, Family, Science Fiction","12, 10751, 878"
Elysium,"Science Fiction, Action, Drama, Thriller","878, 28, 18, 53"
Tarzan II,"Adventure, Animation, Family","12, 16, 10751"
127 Hours,"Adventure, Drama, Thriller","12, 18, 53"
Beetlejuice,"Fantasy, Comedy","14, 35"
Paydirt,"Action, Crime, Thriller","28, 80, 53"
Diary of a Wimpy Kid,"Comedy, Family","35, 10751"
Sunshine,"Drama, Science Fiction, Thriller","18, 878, 53"
Shaolin Soccer,"Action, Comedy","28, 35"
Shame,Drama,18
Safe,"Action, Crime, Thriller","28, 80, 53"
Transporter 2,"Action, Thriller, Crime","28, 53, 80"
Piranha 3DD,"Horror, Thriller, Comedy","27, 53, 35"
Room,"Drama, Thriller","18, 53"
The Intern,Comedy,35
Secret Window,"Mystery, Thriller","9648, 53"
The Terminal,"Comedy, Drama","35, 18"
The Student,Drama,18
Hyungsu: Forbidden Love,"Drama, Romance","18, 10749"
Basic Instinct,"Thriller, Mystery","53, 9648"
For a Few Dollars More,Western,37
Four Christmases,"Comedy, Romance, Drama","35, 10749, 18"
Once Upon a Time in America,"Drama, Crime","18, 80"
Silent Hill,"Horror, Mystery","27, 9648"
Lethal Weapon,"Adventure, Action, Comedy, Thriller, Crime","12, 28, 35, 53, 80"
Dream Scenario,"Fantasy, Comedy","14, 35"
The Punisher,"Action, Crime, Drama","28, 80, 18"
The Valet,"Comedy, Romance","35, 10749"
Bad Sister,"Thriller, TV Movie","53, 10770"
Diary of a Nymphomaniac,"Drama, Romance","18, 10749"
Bad Teacher,Comedy,35
Holy Shit!,"Horror, Comedy, Thriller","27, 35, 53"
Fargo,"Crime, Drama, Thriller","80, 18, 53"
Enemy of the State,"Action, Drama, Thriller","28, 18, 53"
Crawlspace,Thriller,53
28 Days Later,"Horror, Thriller, Science Fiction","27, 53, 878"
The Other Me,"Drama, Mystery, Thriller","18, 9648, 53"
TMNT,"Adventure, Animation, Comedy, Family","12, 16, 35, 10751"
Dark City,"Mystery, Science Fiction","9648, 878"
Coherence,"Thriller, Science Fiction","53, 878"
Ready or Not,"Comedy, Horror, Thriller","35, 27, 53"
The Smurfs,"Animation, Family, Adventure, Comedy, Fantasy","16, 10751, 12, 35, 14"
The Mummy: Tomb of the Dragon Emperor,"Adventure, Action, Fantasy","12, 28, 14"
A.I. Artificial Intelligence,"Drama, Science Fiction, Adventure","18, 878, 12"
Old School,Comedy,35
Prince of Persia: The Sands of Time,"Adventure, Fantasy, Action","12, 14, 28"
Baby's Day Out,"Family, Comedy, Adventure, Crime, Drama","10751, 35, 12, 80, 18"
Garfield: A Tail of Two Kitties,"Animation, Comedy, Family, Adventure","16, 35, 10751, 12"
Suspiria,Horror,27
Gangs of New York,"Drama, History, Crime","18, 36, 80"
The Autopsy of Jane Doe,"Horror, Mystery","27, 9648"
Girl in the Basement,"Crime, Thriller, TV Movie","80, 53, 10770"
Oldboy,"Drama, Thriller, Mystery, Action","18, 53, 9648, 28"
The Dead Zone,"Thriller, Horror, Science Fiction","53, 27, 878"
Mother Krampus,Horror,27
Haunted High,"Horror, Fantasy, Mystery, Science Fiction, Thriller","27, 14, 9648, 878, 53"
Burning Betrayal,"Romance, Mystery, Drama","10749, 9648, 18"
Scoob!,"Animation, Comedy, Family, Mystery","16, 35, 10751, 9648"
47 Ronin,"Drama, Action, Fantasy","18, 28, 14"
Cheeky,"Comedy, Drama, Romance","35, 18, 10749"
American Pie Presents: Beta House,Comedy,35
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,35
King Kong,"Adventure, Fantasy","12, 14"
Mojave Diamonds,"Action, Crime, Thriller","28, 80, 53"
Do Revenge,"Comedy, Thriller","35, 53"
Malena,Drama,18
The Dictator,Comedy,35
The Mule,"Crime, Drama","80, 18"
Ghostbusters II,"Comedy, Fantasy","35, 14"
The Invisible Guest,"Drama, Mystery, Thriller","18, 9648, 53"
The Tragedy of Macbeth,"Drama, War","18, 10752"
A Star Is Born,"Music, Drama, Romance","10402, 18, 10749"
South Park: Joining the Panderverse,"Animation, Comedy, Science Fiction, TV Movie","16, 35, 878, 10770"
Addams Family Values,"Comedy, Family, Fantasy","35, 10751, 14"
The 355,"Action, Thriller","28, 53"
The Tutor,"Mystery, Thriller, Action","9648, 53, 28"
Alvin and the Chipmunks: Chipwrecked,"Comedy, Fantasy, Family, Music, Animation","35, 14, 10751, 10402, 16"
Incendies,"Drama, War, Mystery","18, 10752, 9648"
Undisputed II: Last Man Standing,"Action, Crime, Thriller","28, 80, 53"
Star Trek,"Science Fiction, Action, Adventure","878, 28, 12"
Rocketman,"Music, Drama","10402, 18"
Apollo 13,"Drama, History","18, 36"
The Current War,"Drama, History","18, 36"
Women in Cellblock 9,"Drama, Action, Crime, Horror","18, 28, 80, 27"
Waterworld,"Adventure, Action, Science Fiction","12, 28, 878"
"Not Love, Just Frenzy","Comedy, Drama, Romance, Thriller","35, 18, 10749, 53"
Gladiator,"Action, Drama","28, 18"
The Unbearable Weight of Massive Talent,"Action, Comedy, Crime","28, 35, 80"
Epic Movie,"Comedy, Action, Adventure","35, 28, 12"
Maggie,"Horror, Drama","27, 18"
Reptile,"Thriller, Crime, Drama, Mystery","53, 80, 18, 9648"
3 Days to Kill,"Action, Drama, Thriller","28, 18, 53"
White Palace,"Drama, Romance","18, 10749"
Cast Away,"Adventure, Drama","12, 18"
I Spit on Your Grave,"Thriller, Crime, Horror","53, 80, 27"
Everest,"Adventure, Drama, History","12, 18, 36"
Let Me In,"Drama, Horror, Mystery","18, 27, 9648"
Judge Dredd,Science Fiction,878
The Unholy,"Horror, Mystery","27, 9648"
Ben-Hur,"Action, History, Adventure, Drama","28, 36, 12, 18"
El Conde,"Comedy, Horror, Fantasy","35, 27, 14"
Midway,"Action, Drama, War, History, Adventure","28, 18, 10752, 36, 12"
